Paket No;Uydu Statusu;Hata Kodu;Gonderme Saati;Basinc1;Basinc2;Yukseklik1;Yukseklik2;Irtifa Farki;Inis Hizi;Sicaklik;Pil Gerilimi;Latitude;Longitude;Altitude;Pitch;Roll;Yaw;RHRH;IoT S1 Data;IoT S2 Data;Takim No
3327;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3328;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3329;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3330;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3331;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3332;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3333;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3334;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3335;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3336;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3337;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3338;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3339;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3340;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3341;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3342;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3343;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3344;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3345;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3346;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3347;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3348;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3349;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3350;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3351;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3352;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3353;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3354;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3355;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3356;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3357;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3358;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3359;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3360;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3361;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3362;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3363;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3364;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3365;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3366;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3367;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3368;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3369;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3370;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3371;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3372;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3373;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3374;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3375;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3376;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3377;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3378;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3379;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3380;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3381;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3382;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3383;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3384;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3385;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3386;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3387;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3388;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3389;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3390;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3391;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3392;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3393;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3394;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3395;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3396;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3397;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3398;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3399;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3400;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3401;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3402;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3403;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3404;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3405;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3406;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3407;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3408;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3409;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3410;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3411;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3412;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3413;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3414;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3415;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3416;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3417;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3418;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3419;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3420;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3421;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3422;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3423;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3424;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3425;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3426;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3427;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3428;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3429;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3430;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3431;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3432;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3433;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3434;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3435;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3436;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3437;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3438;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3439;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3440;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3441;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3442;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3443;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3444;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3445;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3446;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3447;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3448;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3449;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3450;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3451;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3452;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3453;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3454;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3455;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3456;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3457;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3458;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3459;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3460;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3461;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3462;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3463;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3464;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3465;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3466;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3467;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3468;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3469;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3470;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3471;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3472;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3473;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3474;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3475;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3476;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3477;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3478;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3479;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3480;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3481;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3482;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3483;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3484;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3485;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3486;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3487;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3488;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3489;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3490;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3491;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3492;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3493;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3494;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3495;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3496;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3497;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3498;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3499;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3500;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
3501;0;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.000000;0.000000;0.00;0.19;-0.69;-0.19;;0.00;0.00;613581
